freq,C4,C3,CZ,1-2C_R,1-2B_R,1-2A_R,2C-3C_R,2B-3B_R,2A-3A_R,4-3C_R,4-3B_R,4-3A_R,1-2C_L,1-2B_L,1-2A_L,2C-3C_L,2B-3B_L,2A-3A_L,4-3C_L,4-3B_L,4-3A_L
28.75,9.611589748449587e-13,8.177799514868452e-13,7.671805848717469e-13,1.0648749773552401e-13,9.12700031303431e-14,1.1480253717784567e-13,1.3695622477456092e-13,7.248878878955571e-14,6.695973397965854e-14,3.210653214585076e-14,4.797114685881594e-14,5.48671166410171e-14,5.790833983831449e-14,8.13574096210436e-14,2.451741395231245e-14,2.879892763916608e-14,4.282636054750857e-14,1.479075259386088e-14,2.834353698864518e-14,3.045914948209199e-14,3.2442023255767834e-14
29.0,9.991317442459408e-13,9.34863257115262e-13,7.78997709423584e-13,1.3295776507395912e-13,8.573732904376315e-14,1.3102869690448634e-13,1.4229214694423548e-13,7.507130349261158e-14,5.701320137578234e-14,3.066665351824523e-14,5.0595732517596863e-14,5.25219162690712e-14,5.531843786784646e-14,7.12520006474507e-14,2.1524650012089087e-14,2.7902829763371593e-14,4.1910079959574766e-14,1.8277943578317953e-14,3.1042735488883444e-14,2.7378783154061516e-14,2.931297414477007e-14
29.25,9.24414980429026e-13,9.035113393474926e-13,8.008320382339963e-13,1.345029186474536e-13,9.911973961149352e-14,1.5617926729784546e-13,1.7622603913474828e-13,1.1981470698878832e-13,7.896017284670832e-14,4.1717109557057285e-14,8.850159511400947e-14,8.21547822018195e-14,6.811867054140005e-14,8.268207843308634e-14,2.3652016266660613e-14,3.7522925831790726e-14,5.997280494080822e-14,2.0397468229518378e-14,2.9396644169618484e-14,2.8155588558531743e-14,3.377412746750397e-14
29.5,1.2353179161985669e-12,7.831058380450161e-13,1.0154923857215357e-12,1.6435239887446962e-13,1.0794652413151366e-13,1.6873494918639104e-13,2.158313489408597e-13,1.1985048049288123e-13,9.541939870722258e-14,4.218254862198988e-14,7.763743158033142e-14,7.997905933782016e-14,8.368117636680986e-14,9.479391687855374e-14,2.6000134068293516e-14,3.7142229517408784e-14,6.060876091927715e-14,1.8604320762798736e-14,2.465315568108312e-14,2.9544403079149755e-14,4.4453606088239826e-14
29.75,1.1776486749236881e-12,8.057008978165915e-13,9.392236372404361e-13,1.611698739320398e-13,1.0694111060346467e-13,1.7496452065669446e-13,2.3203020461630717e-13,1.331522684590129e-13,1.0802357697230563e-13,3.779820479262815e-14,9.485586584078684e-14,8.8907712253585e-14,8.642273326535367e-14,9.374374515645947e-14,2.5517182486506882e-14,3.3879645487786465e-14,4.6856913533393036e-14,1.814437444664985e-14,2.6143827546898754e-14,3.0114379361143934e-14,4.2631527843977437e-14
30.0,9.33577142838798e-13,7.608066065737303e-13,7.511624136727413e-13,1.2890928093572127e-13,9.317861702340486e-14,1.4995450156807888e-13,2.0780549829501395e-13,1.1855314915450495e-13,1.089893370163388e-13,3.795544085232185e-14,7.95034443266677e-14,7.260533716830542e-14,8.695031142687712e-14,9.25892991881411e-14,2.4608666395393506e-14,3.800337798316491e-14,4.4903283086774724e-14,1.967968615870653e-14,3.08186717097878e-14,3.236598465516758e-14,4.7130479370588747e-14
30.25,1.0471286724122459e-12,8.349763666648986e-13,7.932188435695668e-13,1.2471656362803965e-13,9.140025582331615e-14,1.2341583788505203e-13,1.988116373885871e-13,1.1024170986929809e-13,1.0369448391754976e-13,3.843505062426175e-14,6.874598215955274e-14,6.212366428360081e-14,7.528841735860016e-14,8.293271295708241e-14,2.1438603202332605e-14,2.8673827769246754e-14,3.477151726608511e-14,1.4767964833193304e-14,2.4943904224939194e-14,2.881913225608789e-14,3.756564303086016e-14
30.5,1.3363521430055494e-12,1.0056417719334815e-12,1.0783662506313885e-12,1.1749241370880288e-13,9.883282313089039e-14,1.395531744441614e-13,2.457052549308252e-13,1.5279181942736433e-13,1.1596143624739795e-13,3.86586781415632e-14,8.16827098052307e-14,7.362392494975154e-14,9.554536926458763e-14,1.102041495114084e-13,2.5576287757402495e-14,3.7426249075189234e-14,5.029702584637903e-14,1.643705564434415e-14,2.937303790940239e-14,3.512260360377313e-14,4.788707407048804e-14
30.75,1.2282024769811093e-12,8.742809436922146e-13,9.73850255282139e-13,1.2698782985081042e-13,1.1699431803692842e-13,1.735397941881967e-13,2.651226128396588e-13,1.7443039728938308e-13,1.1948529227128444e-13,4.3279838537022486e-14,9.142733009391901e-14,7.600958607568109e-14,8.768825157022276e-14,9.720614542801071e-14,2.2649889580452186e-14,4.317883638809542e-14,5.917392167688283e-14,2.2070159284084312e-14,3.365336564942777e-14,4.112304457372621e-14,4.3131417211063546e-14
31.0,1.356265215139333e-12,9.306944025307513e-13,1.0246284916505901e-12,1.7412685506220538e-13,1.4406300898410482e-13,2.151120759212736e-13,2.3387950626927625e-13,1.538240385766225e-13,1.0155572628111785e-13,4.295570495572681e-14,1.0825759791295289e-13,9.165068486170954e-14,9.057422996511354e-14,1.0101613640430718e-13,2.5405373692354908e-14,4.7781099670191995e-14,7.086989264115506e-14,1.9397275983584776e-14,3.5059262237917285e-14,3.884779026603397e-14,4.248546168801496e-14
31.25,1.3291654711825119e-12,8.7758227421413e-13,9.95855443267075e-13,1.2719961441906875e-13,1.1086798602207461e-13,1.7033605283138085e-13,2.1012459224359772e-13,1.4694670452235833e-13,1.0996718012193422e-13,3.6504042141679185e-14,7.769156241259493e-14,7.929744429738073e-14,9.862872383711626e-14,1.120663218928381e-13,2.7606544402837844e-14,5.2000327882760524e-14,7.333374116713442e-14,2.0481505879402193e-14,3.5325958469964504e-14,3.7491421279389065e-14,6.270244266752827e-14
31.5,1.17041582950834e-12,7.972751747761526e-13,9.206688533668316e-13,1.3227525198179444e-13,1.2784254391989885e-13,1.883582667925723e-13,2.451143712877634e-13,1.9663231282296063e-13,1.4504304171266106e-13,4.2594164984866176e-14,7.97791872583559e-14,7.838590944661118e-14,8.729090252147461e-14,9.270128847220326e-14,2.7309758707431968e-14,5.0803679327519797e-14,6.21975500465053e-14,2.2232788583742255e-14,3.5224782072615307e-14,3.5159746805779574e-14,5.300323835594636e-14
31.75,1.434566661067399e-12,8.656631057194143e-13,1.029845857122505e-12,1.340617837201406e-13,1.587665221618798e-13,2.0907773352224124e-13,2.929645791707447e-13,2.273738373572453e-13,1.573779844978013e-13,4.2969965892036117e-14,1.0398595057391369e-13,9.05233316914271e-14,1.0352780298495312e-13,1.0460068360128402e-13,3.053899776484624e-14,5.4043017268859576e-14,6.888966377648845e-14,2.1365292258303536e-14,2.9982613554578416e-14,3.0839178316613326e-14,5.843698027808224e-14
32.0,1.1267541892484425e-12,6.726997284748733e-13,7.905379808797169e-13,1.2662539451719048e-13,1.556606174826515e-13,1.8150514597456064e-13,2.9468242402686154e-13,2.1520599443544865e-13,1.713937113726473e-13,4.561595076206788e-14,9.198761659694493e-14,8.5991185779571e-14,9.916688734234941e-14,1.0384345596501859e-13,2.853628262012308e-14,5.332548113365692e-14,6.640509815007602e-14,1.9963148288277778e-14,3.304805924789233e-14,3.6719614372863595e-14,6.74582098060406e-14
32.25,1.0331353344874649e-12,7.789755173823018e-13,8.674866998378118e-13,1.1918099830381216e-13,1.3712142812730945e-13,1.5205472457815924e-13,2.679210772790336e-13,1.6492924326156444e-13,1.502145052797988e-13,4.160808215284956e-14,8.04430709581042e-14,7.944714498166375e-14,9.404771394083016e-14,1.1266049622181654e-13,2.5819549719601136e-14,4.924111073086689e-14,6.203333923122618e-14,2.244588543826553e-14,3.230340033521658e-14,3.773431542942105e-14,5.824195882930248e-14
32.5,1.2503895058282373e-12,8.554646227138393e-13,9.39844704016821e-13,1.0188591143125045e-13,1.0522128771253919e-13,1.4213248801894213e-13,1.9666122440684583e-13,1.4803991710451135e-13,1.1770962681128045e-13,3.220725212047262e-14,6.787560294002258e-14,7.117342011441722e-14,9.199102829594797e-14,1.0078188784978695e-13,2.597598346295058e-14,4.44593992722365e-14,4.9530913653305576e-14,1.8285331428977e-14,3.3069617820598664e-14,3.384562791068655e-14,5.2078837230325497e-14
32.75,1.0387590347800383e-12,6.928285247333615e-13,7.640671787784934e-13,9.230730900339647e-14,1.1084420357532353e-13,1.470271480649434e-13,1.4157941844703072e-13,1.1453919058101963e-13,8.047192628317654e-14,4.008559560593163e-14,7.184355058651303e-14,6.805245093793327e-14,8.187679243704118e-14,7.912583497597954e-14,2.522538120845481e-14,3.5493080618557306e-14,4.870788536641027e-14,1.52157734436094e-14,2.4826920821005926e-14,2.235701211818215e-14,4.524557209763312e-14
33.0,1.0716403583911454e-12,6.851654410148303e-13,7.301557765896758e-13,9.659373635965135e-14,1.0488540401327274e-13,1.3815456065409396e-13,1.385611220610218e-13,1.2147946752070722e-13,1.0015818768553473e-13,3.772483012433755e-14,6.820991524453392e-14,6.677974045912816e-14,7.460251480594857e-14,8.17874800493956e-14,2.443722990070125e-14,3.327704476291446e-14,4.949692498522845e-14,1.5411761366425214e-14,3.068419019269426e-14,2.895333323692513e-14,3.472835473438515e-14
33.25,1.0614971413261353e-12,7.680269106294709e-13,7.666259338562839e-13,9.853336154649573e-14,1.1309350039975915e-13,1.4185519504396808e-13,1.9097414813103492e-13,1.4525918092894607e-13,1.0765670742360284e-13,3.114588028562378e-14,6.486393278515908e-14,5.922488934681227e-14,6.602977006343315e-14,7.319136964789524e-14,2.412288976976346e-14,4.0685339569244435e-14,5.695543888918939e-14,1.3158170343591766e-14,2.978540374007558e-14,3.118686717597379e-14,3.6822017181049154e-14
33.5,1.196248656096964e-12,6.599409710240388e-13,7.585096628537621e-13,9.937628341991588e-14,1.2495501397280672e-13,1.4165181112147836e-13,1.7258268429138606e-13,1.2997343029133315e-13,9.238408167175368e-14,2.81381237338164e-14,6.850017565995511e-14,6.177441814678549e-14,5.797597186946368e-14,6.127789435183029e-14,2.2922581765549473e-14,3.6362399772256317e-14,4.884074329010921e-14,1.5054597085227408e-14,2.6231193192153363e-14,3.080843995515079e-14,4.049561508775907e-14
33.75,1.2369617994350528e-12,7.040674529131839e-13,7.76187467650468e-13,9.303260010613984e-14,9.908948369637268e-14,1.2568867671113905e-13,1.2362643831939286e-13,8.770616127942558e-14,7.002758039509009e-14,2.357349859323482e-14,4.5593399682428566e-14,5.0304153344646635e-14,5.625799475853213e-14,6.01277480958827e-14,2.4339868754644056e-14,3.505119644722702e-14,4.19585291384885e-14,1.559887424012222e-14,2.502535844818805e-14,2.521573531625335e-14,3.68310506600739e-14
34.0,1.471538218442624e-12,7.800703994824151e-13,9.126395480827221e-13,9.494724823264517e-14,8.694027401601518e-14,1.3307777670842122e-13,1.2141393323181161e-13,1.0042705747167997e-13,6.664386042573038e-14,2.881440799617487e-14,5.004747666435549e-14,5.54123389047088e-14,5.763547780295078e-14,6.177988846387417e-14,1.8710171227850334e-14,3.84626459597581e-14,4.5638455419854766e-14,1.5000785835473756e-14,2.3864843325295e-14,2.896480627814341e-14,3.832443130742489e-14
34.25,1.4756411668260759e-12,8.051962480107574e-13,9.26282129111961e-13,7.129063832895673e-14,6.986085658203676e-14,1.033311691119183e-13,1.2528793002942726e-13,8.312351459644156e-14,6.571023716416604e-14,2.7341471576368678e-14,3.892868305334563e-14,4.4885140680305424e-14,5.881444122995502e-14,6.399037800550492e-14,1.9315376955001022e-14,3.5048702015200226e-14,4.003175277349913e-14,1.3813719399227219e-14,2.347161210929673e-14,2.7187938894336153e-14,3.0442821772224944e-14
34.5,1.284935224596647e-12,7.506123136332589e-13,7.754161964775321e-13,7.88544630741749e-14,7.147068683736093e-14,1.0026094204754392e-13,9.648920199725503e-14,6.454607584880654e-14,4.745326772735404e-14,2.9315494768726346e-14,3.825571363133697e-14,4.4022730229049846e-14,7.189203057757611e-14,6.558539617331379e-14,2.2654525076750584e-14,2.940922606102396e-14,3.885842861166237e-14,1.4760859645934255e-14,2.343475078311525e-14,2.3532904359722778e-14,2.683711395955268e-14
34.75,1.1014149777993281e-12,7.382360180440195e-13,6.905448684996233e-13,7.675941841907241e-14,7.166245472567434e-14,1.0356785911348059e-13,6.10752154879151e-14,5.2131475887730484e-14,3.6987820849912993e-14,2.911205288860841e-14,4.0526494999754846e-14,4.319425478220344e-14,7.294125689685963e-14,7.370017279437951e-14,2.426932172393835e-14,3.1189899845767876e-14,4.06722503668461e-14,1.4174693461922298e-14,2.7236467310160804e-14,2.4606414091892076e-14,2.882620052884816e-14
35.0,8.678618742237791e-13,5.530668692678151e-13,5.134041686896161e-13,6.27895574296405e-14,6.332971239414034e-14,8.255767577760102e-14,6.743757261143329e-14,5.5317183963620966e-14,3.953442545203274e-14,2.14720509391832e-14,3.502629468557565e-14,2.9910198508183366e-14,6.738994895048558e-14,7.101155321198146e-14,2.225691972997738e-14,2.918503021637096e-14,3.990495912014197e-14,1.4266401965161968e-14,2.91199809230566e-14,2.8165230715852768e-14,2.943893857528215e-14
35.25,9.132541421333409e-13,6.320443052597165e-13,6.580458876174675e-13,6.306429430690994e-14,6.260619946142781e-14,7.168922284973371e-14,6.060467015748402e-14,4.411662409081125e-14,4.1472526223523395e-14,1.9410182535857292e-14,3.1463950017452236e-14,2.9603577787527864e-14,5.4052741556443385e-14,5.89493248033661e-14,2.1796372311726584e-14,2.6610647351922847e-14,3.5432102387322684e-14,1.5749180482497103e-14,2.30163381340431e-14,2.3910170389393014e-14,2.2754721603316065e-14
35.5,1.157231900619893e-12,5.694362532932213e-13,6.615598872576402e-13,6.062642325404322e-14,6.400501461255018e-14,7.450250917089712e-14,5.890725622996127e-14,5.0386027523833576e-14,4.4765440843999325e-14,2.3201961290931014e-14,3.051788381233516e-14,3.01830896336787e-14,5.5420784669867716e-14,6.192330399474765e-14,2.3959666440048366e-14,2.6031282789490883e-14,3.369631711483568e-14,1.2779373741621351e-14,2.335126930933806e-14,2.0903766038739064e-14,2.2984218303374158e-14
35.75,1.3719863345282305e-12,6.368396075894439e-13,7.542033537828083e-13,6.86010903018323e-14,6.475596419362534e-14,8.615641850009347e-14,6.423766022552297e-14,6.33649853837843e-14,4.6994779078029275e-14,1.9089807554084475e-14,2.6816202769092693e-14,3.3783633907521354e-14,5.0356742991598283e-14,5.0480207837702355e-14,2.1098999517309072e-14,2.958969424508985e-14,3.7662070760424205e-14,1.2958009980495335e-14,2.640707308457179e-14,2.1746199024754264e-14,2.245678270903032e-14
36.0,1.1083770005699269e-12,6.515841389363768e-13,6.62922023230314e-13,8.300638044044303e-14,7.327509079303444e-14,9.888131217693397e-14,7.057770459860468e-14,5.806425074452358e-14,4.309741598295383e-14,1.8713413193168708e-14,3.2482049935744447e-14,3.566721511988674e-14,4.2028221234821e-14,4.1888336734872264e-14,1.9717858767669713e-14,2.8143047286435014e-14,3.778439874597592e-14,1.6760421636908772e-14,2.0108079205791385e-14,1.990417853199165e-14,1.9754340434665886e-14
36.25,1.0940949819094848e-12,7.209532853396918e-13,6.995467549991166e-13,6.467163457205073e-14,6.906091736934228e-14,7.871928732819201e-14,6.226393177573748e-14,4.934290871728421e-14,3.7774267699430106e-14,1.4248582493967876e-14,2.435790063246691e-14,2.4802864365377757e-14,4.7692239274613794e-14,5.3052965293761875e-14,2.614249111338572e-14,2.8129876664466306e-14,3.4110890204763915e-14,1.656498723442454e-14,2.0160070307310904e-14,1.7097124159759323e-14,1.8037234601547856e-14
36.5,1.3000028798132054e-12,7.485455235648736e-13,7.4123770666657e-13,7.006973087933945e-14,6.276178294011444e-14,7.532187706197622e-14,5.81278980093118e-14,5.082598227873216e-14,3.939966300785227e-14,1.780862676217927e-14,2.5450096705147027e-14,2.6616604912733477e-14,4.76634037491302e-14,5.639523081243234e-14,2.1610451172509128e-14,2.280544778495145e-14,2.809148431112924e-14,1.3705440556818686e-14,2.2593980891847827e-14,1.8403289281385742e-14,2.02221499320016e-14
36.75,1.005223053667518e-12,5.588814363521689e-13,5.778133739396876e-13,7.541775994434929e-14,7.075465371750031e-14,9.36200666574609e-14,5.876974329517403e-14,4.860985004657147e-14,4.167186865754941e-14,2.181047892294575e-14,2.4661886866107305e-14,2.3373065329981318e-14,4.863623483122304e-14,4.9536214926699306e-14,1.7151586795070408e-14,2.1758644567946497e-14,2.68067528770229e-14,1.2864348849566247e-14,2.444662991319963e-14,1.492532584466898e-14,1.541780359958455e-14
37.0,1.2826744092504076e-12,5.401950631599485e-13,6.308129293117e-13,6.52815196196703e-14,7.167253657313227e-14,9.656464361420291e-14,4.412543215788161e-14,4.133776466496421e-14,3.2629107074826807e-14,1.9344149114773854e-14,3.076363842387004e-14,2.7906140598195337e-14,4.8166520203821665e-14,5.208867478428903e-14,2.1703249656182485e-14,2.7665189121802855e-14,3.332335879034087e-14,1.4917972215390108e-14,2.20650191634764e-14,1.62235649875408e-14,1.7806859416322712e-14
37.25,1.4165993705678866e-12,6.796727686418031e-13,6.940822882518908e-13,5.606138069795261e-14,6.283375840470368e-14,8.334363924010294e-14,4.0476975749311664e-14,4.2595402043850857e-14,3.234619287958451e-14,2.0500985305875187e-14,3.2905144137035734e-14,2.954723822594253e-14,4.847702225747738e-14,4.8686591287222186e-14,2.2290609388222546e-14,3.0607582600478745e-14,3.034396529456743e-14,1.5662099721777926e-14,1.9944883838752665e-14,1.8215292883957307e-14,1.8439743831632644e-14
37.5,1.6818996297591062e-12,8.09443319334584e-13,8.370503486948407e-13,6.286505952053444e-14,6.680641232570121e-14,8.885376472243402e-14,4.2355581303687343e-14,4.654767282483886e-14,3.1383171957893317e-14,1.690100206081505e-14,2.902117918852524e-14,3.1641660903918795e-14,4.44892926577901e-14,4.489835616499259e-14,2.3321625780790097e-14,2.404002676949853e-14,2.90046133889026e-14,1.1679914764585999e-14,1.766374000941969e-14,1.928535886589816e-14,1.4064206637286997e-14
37.75,1.4127990027572834e-12,8.073904740444754e-13,7.908359801318861e-13,6.572003388501305e-14,5.665500757349885e-14,8.912646048195007e-14,5.337014983789001e-14,4.506219816313094e-14,3.0114338069153395e-14,1.6124008473078253e-14,2.4708614816041407e-14,2.875343681679633e-14,3.755173541339406e-14,3.3116186102858444e-14,1.7611672518499456e-14,1.9934641736492523e-14,2.5796592421263436e-14,1.086066081139248e-14,1.8947715984706926e-14,1.6471260362568302e-14,1.4250445883060494e-14
38.0,1.1365538890237435e-12,6.15473097131163e-13,6.300999884090862e-13,6.969383302984187e-14,6.81158239730867e-14,9.002593561128294e-14,5.977982278473611e-14,4.5213363822980816e-14,4.100114252593583e-14,2.0531906715257374e-14,3.413020685515807e-14,3.487579156120316e-14,4.2747029469811753e-14,3.7566278250671545e-14,1.663906444638519e-14,2.2415722428313418e-14,2.8162584861571226e-14,1.0597748392636623e-14,2.1035305212910366e-14,1.5683003776413656e-14,1.9117589023491988e-14
38.25,1.3571982843656888e-12,6.357067238878606e-13,6.57841003600292e-13,5.694655839151903e-14,5.4941714170648617e-14,6.691692371514921e-14,4.649608220926033e-14,3.3989449510089844e-14,3.124894554269312e-14,1.439615469746254e-14,2.6303699710557744e-14,2.1799234769324183e-14,4.474102284147895e-14,4.222181878807422e-14,1.7841783434165323e-14,2.1717831465344624e-14,2.7585059018668913e-14,1.5328324746306395e-14,2.429056677345502e-14,1.9691466597604387e-14,1.781003227617012e-14
38.5,1.5445482988322867e-12,7.077699087782006e-13,7.88551626036131e-13,4.912484873423748e-14,4.8103311998352014e-14,5.804297468899333e-14,5.021069158605741e-14,4.0641830495822464e-14,3.105116819865599e-14,1.494282006353413e-14,2.5302550723790005e-14,1.8896300204252964e-14,4.801724933882507e-14,5.0903191797853184e-14,1.811206685855949e-14,1.9792508270378184e-14,2.3263146853552326e-14,1.6259429593529028e-14,2.074099362775721e-14,1.6676783496045538e-14,1.4647984333643305e-14
38.75,1.6272322475075808e-12,8.468879667551883e-13,9.027802867977354e-13,4.569658314398217e-14,5.2267597862114413e-14,5.920797033903464e-14,5.3125115970363467e-14,4.970330597614647e-14,3.48079056418437e-14,1.497386956328831e-14,2.0916085086312634e-14,2.116808708526449e-14,4.530129825138634e-14,5.084934406008683e-14,2.2558749331306814e-14,2.3575552808965336e-14,2.83598223193896e-14,1.1530331675634734e-14,2.0677811174832178e-14,1.991587815251005e-14,1.7622938742759747e-14
39.0,1.5517422263631398e-12,6.435870890807865e-13,7.280265777459009e-13,5.4135804519194896e-14,4.839545802172216e-14,6.740947608484183e-14,4.2165889171692926e-14,3.831580228001041e-14,3.03043608195333e-14,1.4339621068718902e-14,2.014248921108483e-14,2.2512238591896333e-14,3.176522963093138e-14,4.222576755916431e-14,2.0824217987936005e-14,2.0584158309036864e-14,2.8366592396807967e-14,1.4816366056454116e-14,1.9894950063441358e-14,2.3729554034629998e-14,1.4774400512134337e-14
39.25,1.879337250114774e-12,6.86519194948863e-13,8.218397055491714e-13,4.9679801406296726e-14,4.049567894096966e-14,6.058052012384028e-14,4.540738687414586e-14,3.932957094579522e-14,3.2731509544718094e-14,1.7405443950374472e-14,2.7120406166461107e-14,2.0550638821560818e-14,3.5832172688263385e-14,4.0026266020233056e-14,1.7905153751880133e-14,1.999290379655765e-14,2.8420494822358132e-14,1.5510743808639614e-14,2.1194813374506067e-14,1.853829937017546e-14,1.3931083513954755e-14
39.5,1.7306430923906498e-12,7.793274332663856e-13,8.115526180249016e-13,5.712559303606106e-14,4.956825251248942e-14,6.750553311680425e-14,5.4639675459834926e-14,3.502152714736327e-14,2.6778434115321634e-14,1.768875592787331e-14,2.4687718889512013e-14,3.0170432146718e-14,3.462530281386187e-14,3.3197910352736816e-14,1.683560983793946e-14,2.0048350561306244e-14,2.5148953856942913e-14,1.3019032334263774e-14,2.0069942239393023e-14,1.584748336407616e-14,1.529141640687684e-14
39.75,1.6968592402087308e-12,7.018610388614213e-13,7.658596580540202e-13,5.188363302714898e-14,4.829607692504356e-14,6.436125867220927e-14,4.2722882834532984e-14,3.527124428184075e-14,2.5197100774848553e-14,1.5927805140521925e-14,2.4369459728065586e-14,2.8201338938465878e-14,3.3454032875070754e-14,3.149336516767362e-14,1.6981197484970978e-14,1.9561995872485284e-14,2.7345790235157952e-14,1.0822666041656675e-14,1.6126137785787473e-14,1.5607390823235398e-14,1.451462149352801e-14
40.0,1.4569989312607662e-12,5.773833124644889e-13,6.409746083352175e-13,5.931990288258012e-14,6.159083403995557e-14,7.792174699689659e-14,3.726045708498293e-14,3.324880663628216e-14,3.0018179591781155e-14,1.44557256874561e-14,2.458105412436024e-14,2.493312516047376e-14,3.6179285300635894e-14,3.516496838841028e-14,1.8422752865033818e-14,2.2982243332732856e-14,2.666589461802684e-14,1.1235251180140002e-14,1.4938564673005524e-14,1.8101851553572965e-14,1.5553269939869638e-14
40.25,1.7925881364782832e-12,7.136683659475068e-13,8.461242751463532e-13,5.5737498783166604e-14,5.46627949431066e-14,8.591841889892876e-14,3.851007540399542e-14,3.2195382843916444e-14,3.213707856892689e-14,1.6303532412184845e-14,2.689051284688747e-14,2.965776316934578e-14,3.2951521351775713e-14,3.0174422049023507e-14,1.759690109411259e-14,2.3958577541262042e-14,2.870421459153639e-14,1.205944399405414e-14,1.4447619186115077e-14,1.6161835613077883e-14,1.75496098537211e-14
40.5,2.0024622844355326e-12,6.942488222064046e-13,8.069062301550914e-13,4.354170908622112e-14,4.593858156547264e-14,6.708739082900405e-14,4.103510841426727e-14,3.947506425203757e-14,2.9942937716296876e-14,1.869745329679839e-14,3.0649224641037713e-14,2.5729459384552485e-14,3.404232584553983e-14,3.5508227337985576e-14,1.7954167511853493e-14,2.029742352759985e-14,2.5463547161545052e-14,1.3504046167333516e-14,2.192084199912527e-14,1.8594753597416552e-14,1.296408842704226e-14
40.75,1.6918259874197521e-12,7.142493330537733e-13,6.976569441877345e-13,5.344216645992715e-14,5.434049373905644e-14,7.06422272453663e-14,3.5849098574221545e-14,3.739203733809865e-14,3.134942335376585e-14,1.7064507480875905e-14,2.7005947064523916e-14,2.5651006551036327e-14,3.5810457525261425e-14,4.1318970153092384e-14,1.8459755022862383e-14,1.6912219872332523e-14,2.403877052737993e-14,1.1823551180206893e-14,1.9691772793283e-14,1.8457751960532398e-14,1.3556959583415183e-14
41.0,1.638074528436896e-12,5.999161486662295e-13,6.77436144415801e-13,5.994430945766691e-14,5.754552347032387e-14,7.616010080912951e-14,3.887536342081276e-14,3.6853567807368766e-14,2.909398773493124e-14,1.755694285402108e-14,2.3191388975263915e-14,2.4870728923412455e-14,3.9317353094968207e-14,3.9179498376995256e-14,2.0206175400960016e-14,1.747066956222754e-14,2.2624350616212365e-14,1.4136496135894864e-14,2.131391901762988e-14,1.6479242070987662e-14,1.2323526954364626e-14
41.25,2.4026832888798737e-12,9.055438648877166e-13,1.1054603364847467e-12,4.7650780831112834e-14,4.8299191546178766e-14,5.718329919564763e-14,4.5742199008985483e-14,3.240633883687719e-14,2.9371840547686975e-14,2.203697289506371e-14,2.3511827834116598e-14,2.314118856393767e-14,3.5292061430970435e-14,4.0350360219435966e-14,2.017672547853565e-14,1.714538218963922e-14,2.194083923112015e-14,1.2118068060981618e-14,1.921377457653923e-14,1.6278964455895378e-14,1.2945124025572558e-14
41.5,1.7820045754457493e-12,8.015084976478239e-13,9.070292985280082e-13,5.11238715978653e-14,5.155973922153746e-14,6.694757748189049e-14,3.697580474999185e-14,2.8522110075083724e-14,2.534906621044054e-14,2.171646373612634e-14,2.7384232732051766e-14,2.887825933838179e-14,3.52210833315587e-14,3.129670915616917e-14,1.7795858563599422e-14,1.718890222285799e-14,2.3410021637266566e-14,1.4186078963686839e-14,1.9560736355513503e-14,1.4128015926786953e-14,1.3757145612701313e-14
41.75,1.2718306703321528e-12,5.936629062461057e-13,5.965872653085795e-13,5.870179845537637e-14,5.5711085007111547e-14,7.483606226045797e-14,3.867437074742557e-14,3.4013237907774646e-14,2.5853842415987e-14,1.7929717490938272e-14,2.3856136514036082e-14,2.7140436167958633e-14,4.0657092871494925e-14,3.8248366502645033e-14,1.8228089863235496e-14,1.7024826770029434e-14,2.189667966509642e-14,1.4784354418317296e-14,2.017988786695462e-14,1.7428941873188296e-14,1.3903813467799748e-14
42.0,1.840751131852405e-12,8.650905788771812e-13,8.846316617189436e-13,5.274105663594701e-14,5.792728750852122e-14,7.625430935382549e-14,3.673970986926497e-14,3.67213938578087e-14,2.827502080340744e-14,1.414258030023006e-14,2.135438941963979e-14,2.162181234105417e-14,2.8963546867913095e-14,3.0956077358310034e-14,1.6154707267513604e-14,2.067982437367881e-14,2.533384171730117e-14,1.5734002607205293e-14,1.5848612125631786e-14,1.7964570705702985e-14,1.342405753814832e-14
42.25,1.700995658263187e-12,8.009632409310471e-13,7.838456214980616e-13,4.7742978084625654e-14,5.551567762020637e-14,6.984234949787633e-14,4.16153375368006e-14,3.660023828207484e-14,3.342267963835024e-14,1.3574502832440835e-14,2.210548580458947e-14,2.3352815706370283e-14,3.536552304243414e-14,3.667444998801068e-14,1.9482429129069945e-14,1.8763090448059646e-14,2.5906623149795342e-14,1.6971340450540782e-14,1.8754057180207812e-14,2.1728978641410468e-14,1.3731193687862272e-14
42.5,1.7052793083075532e-12,6.342974453452521e-13,6.871394600227894e-13,4.8827622305040456e-14,5.3651275029752345e-14,7.246759247789667e-14,3.7464358534840856e-14,3.7184935032255286e-14,3.01583014466664e-14,1.6899985255805057e-14,2.7395955465616224e-14,2.3708071328277443e-14,3.066230049707432e-14,3.638528322111762e-14,1.686511897423767e-14,2.1950844503798845e-14,2.063358240687537e-14,1.519658134154936e-14,1.8796294957925098e-14,2.0844418585100808e-14,1.2869687080647479e-14
